title,genres,user_rating,keywords,director,adult,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,Unknown,War,Western
G.I. Jane,"['Action', 'Drama']",0.6466000000000001,"gulf war, helicopter, middle east, libya, u.s. navy, sexism, naval officer, sexual harassment, feminist, u.s. navy seal, drill instructor, military, against the odds, u.s. senator, us military, military training, reconnaissance, sexual discrimination, proving oneself, political, women in the military, woman in a man's world, military tradition, one of the guys, physical training, military exercises, seal team",Ridley Scott,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hostel,['Horror'],0.6000000000000001,"sadism, amsterdam, netherlands, bathroom, brothel, paranoia, human trafficking, bratislava, slovakia, machete, gore, dominatrix, backpacker, iceland, europe, deception, blood bath, mercilessness, slasher, torture, prostitution, strangulation, business card, doberman, eye gouging, hostel, mugging, torture porn, elite club, slovakia, american horror",Eli Roth,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Beautiful Teacher in Torture Hell,"['Drama', 'Thriller', 'Horror']",0.5700000000000001,"fencing, pink film",Masahito Segawa,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
A Fistful of Dollars,['Western'],0.7839,"gunslinger, based on novel or book, hostility, greed, gang war, remake, murder, gun battle, spaghetti western, middleman, rivals, gun death, pitting ones enemy's against each other",Sergio Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wyrmwood: Apocalypse,"['Action', 'Horror']",0.5707,zombie,Kiah Roache-Turner,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Toc Toc,['Comedy'],0.71,obsessive compulsive disorder (ocd),Vicente Villanueva,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We Bought a Zoo,"['Drama', 'Comedy', 'Family']",0.6796000000000001,"countryside, rain, zoo, love, based on memoir or autobiography, animals, hard work, blocked road",Cameron Crowe,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lawrence of Arabia,"['Adventure', 'History', 'War']",0.8,"epic, cairo, world war i, arabian, horse, jerusalem, british army, british empire, damascus, camel, based on true story, gay interest, historical fiction, quicksand, desert, arab, thoughtful, ottoman empire, grand, provocative, commanding, powerful",David Lean,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Dragon Ball: Sleeping Princess in Devil's Castle,"['Action', 'Animation', 'Fantasy', 'Horror']",0.66,"friendship, martial arts, vampire, gi, thief, based on manga, jewel, quest, anime",Daisuke Nishio,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Fallen Angels,"['Action', 'Romance', 'Crime']",0.77,"assassin, hitman, gambling, cigarette, surreal, beer, love, hong kong, drifter, bullet wound, killer, masturbation, infatuation, ice cream truck, mysterious, detached",Wong Kar-wai,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4 Horsemen: Apocalypse,"['Science Fiction', 'Horror']",0.6000000000000001,"end of the world, apocalypse",Geoff Meed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
How to Make Gravy,['Drama'],0.0,Unknown,Nick Waterman,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairy Tail: Dragon Cry,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Animation']",0.66,"fairy tale, shounen, anime, adventure",Tatsuma Minamikawa,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vanilla Sky,"['Science Fiction', 'Romance', 'Drama', 'Fantasy', 'Thriller', 'Mystery']",0.68,"regret, jealousy, amnesia, dream, love of one's life, nightmare, love triangle, virtual reality, ex-girlfriend, surreal, plastic surgery, illusion, face operation, life extension, time, puzzle, flashback, confusion, love, remake, wealth, memory loss, tragic love, doctor, car accident, fear, relationship, heartbreak, freak accident, disfigured face, surgery, lost love, individuality, disfigurement, wealthy man",Cameron Crowe,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0
A Dark Story,"['Thriller', 'Drama']",0.7200000000000001,Unknown,Leonardo D'Agostini,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Lupin III: The First,"['Adventure', 'Action', 'Animation']",0.73,"thief, based on manga, gentleman thief, anime",Takashi Yamazaki,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mars Attacks!,"['Comedy', 'Fantasy', 'Science Fiction']",0.6400000000000001,"usa president, the white house, planet mars, saving the world, cataclysm, total destruction, laser gun, ambassador, congress, flying saucer, dark comedy, parody, based on comic, alien, creature, alien invasion, horror comedy, outer space, absurd",Tim Burton,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Munich,"['Drama', 'Action', 'History', 'Thriller']",0.7151000000000001,"hotel room, israel, mossad, assassination, paris, france, hostage, olympic games, 1970s, intelligence, munich, germany, ailul al aswad, plo terrorist group, bomb constructor, olympian village, revenge, terrorism, terrorist group",Steven Spielberg,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Monster Hunter,"['Action', 'Fantasy', 'Adventure']",0.66,"giant monster, female soldier, another dimension, bow and arrow, based on video game, swordswoman, dimensional travel, egotistical, antagonistic",Paul W. S. Anderson,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Hustle,"['Comedy', 'Crime']",0.6200000000000001,"bet, competition, con artist, swindler, remake, psychotic, aftercreditsstinger, aggressive, con woman, absurd, amused, farcical, pretentious",Chris Addison,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Ball Z: Bio-Broly,"['Animation', 'Action', 'Science Fiction']",0.5700000000000001,"martial arts, cloning, based on manga, scientist, anime",Yoshihiro Ueda,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pin/Ya,['Drama'],0.0,"erotic, lesbian, gl",Omar Deroca,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Night of the Living Dead,"['Horror', 'Thriller']",0.76,"sibling relationship, pennsylvania, usa, loss of loved one, gun, gas station, cemetery, cellar, halloween, house, barricade, zombie, black and white, trapped, bitten, farm house, hostile, frantic, anxious, intense, foreboding, frightened, horrified",George A. Romero,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Dragon Ball Z: The World's Strongest,"['Action', 'Animation', 'Science Fiction']",0.65,"martial arts, wish, mad scientist, snow, dragon, based on manga, scientist, super power, wish fulfillment, anime",Daisuke Nishio,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Nice Guys,"['Comedy', 'Crime', 'Action']",0.71,"daughter, pornography, detective, 1970s, investigation, alcoholism, private investigator, conspiracy, whodunit, alcoholic, buddy cop, private eye, neo-noir, father daughter relationship, whimsical, cheerful",Shane Black,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lyle, Lyle, Crocodile","['Comedy', 'Family', 'Music']",0.7000000000000001,"crocodile, musical, based on children's book, outsider, live action and animation, talking animal",Will Speck,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
The Break-Up,"['Romance', 'Comedy']",0.5900000000000001,"chicago, illinois, new love, break-up, argument, ex-boyfriend ex-girlfriend relationship, condominium",Peyton Reed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
New Folder 2,['Drama'],0.44000000000000006,softcore,Hwang Sang-won,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Loves of a French Pussycat,['Comedy'],0.37000000000000005,"softcore, sex comedy",Hans Billian,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghost Stories,"['Horror', 'Drama']",0.6458,"journalist, asylum, based on play or musical, anthology, flashback, apparition, car accident, guilt, ghost, tunnel",Jeremy Dyson,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Marvel Studios Assembled: The Making of Deadpool & Wolverine,['Documentary'],0.66,"making of, marvel cinematic universe (mcu)",Brad Baruh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Midnight Sky,"['Science Fiction', 'Drama']",0.5700000000000001,"based on novel or book, post-apocalyptic future, nuclear radiation, space travel, arctic polar circle region, end of the world, cancer, astronaut, space exploration, space adventure, 2040s, space walk",George Clooney,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
A Simple Twist of Fate,"['Family', 'Comedy', 'Drama']",0.6000000000000001,Unknown,Gillies MacKinnon,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Transfusion,"['Crime', 'Action', 'Drama']",0.6046,"loss of loved one, criminal underworld, special forces, coping mechanisms",Matt Nable,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Provocation,"['Drama', 'Romance']",0.6000000000000001,Unknown,Joe D'Amato,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Loving Annabelle,"['Drama', 'Romance']",0.66,"girls' boarding school, teacher, lesbian relationship, lesbian sex, lgbt, woman director, lesbian",Katherine Brooks,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Pet Sematary,"['Horror', 'Drama']",0.6629,"based on novel or book, funeral, parent child relationship, coffin, pet, villain, head injury, resurrection, woods, grief, zombie, new neighbor, pet cemetery, dead cat, death of patient, loss of pet, dead lover, ghost, grave robbing, indian burial ground, woman director, mysterious, pets, somber, anxious, supernatural horror, horrified, ominous",Mary Lambert,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Justice League: The Flashpoint Paradox,"['Animation', 'Science Fiction', 'Action', 'Adventure']",0.79,"cartoon, based on comic, superhuman, universe, super power, superhero team, alternate timeline, timeline, dc animated movie universe",Jay Oliva,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ophelia,"['Drama', 'Romance', 'History']",0.71,"lady in waiting, hamlet, reinterpretation",Claire McCarthy,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
IO,['Science Fiction'],0.49520000000000003,"escape, exodus, post-apocalyptic future, survival, scientist, polluted air, post-cataclysmic",Jonathan Helpert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sleep,"['Horror', 'Mystery', 'Thriller']",0.67,"married couple, sleep, sleepwalking",Jason Yu,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Child's Play 3,"['Horror', 'Thriller']",0.5900000000000001,"voodoo, recruit, evil doll, killer doll, serial killer, slasher, military academy, killer toys, toy comes to life, war game, possessed doll, supernatural power",Jack Bender,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Barbie and the Diamond Castle,"['Animation', 'Family']",0.7397,"musical, based on toy",Gino Nichele,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Catering Christmas,"['TV Movie', 'Comedy', 'Romance']",0.63,christmas,T.W. Peacocke,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
بوليس,['Unknown'],0.0,Unknown,Majdi Smiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jan Dara: The Beginning,"['Drama', 'Romance']",0.6000000000000001,Unknown,Pundhevanop Dhewakul,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Gone Fishing,"['Animation', 'Comedy']",0.6622,short film,Ron Clements,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Left Behind,"['Thriller', 'Action', 'Science Fiction']",0.43,"airplane, the rapture, remake, disaster, pilot hero",Vic Armstrong,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
The Man from Toronto,"['Action', 'Adventure', 'Comedy']",0.6485000000000001,"assassin, mistaken identity, torture, evil dictator",Patrick Hughes,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 Cameras,"['Horror', 'Thriller']",0.6200000000000001,"surveillance, found footage, intruders",Danny Madden,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
On Deadly Ground,['Action'],0.51,"martial arts, petrol, corruption, fight, mercenary, inuit, secret agent, tribe, woods, alaska, terrorism, one man army, one against many, enviromental, action hero, good versus evil",Steven Seagal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tucker: The Man and His Dream,['Drama'],0.67,"chicago, illinois, biography, based on true story, automobile industry, 1940s, industrial espionage, car designer",Francis Ford Coppola,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Scorpio Nights 3,['Thriller'],0.63,"sequel, lust",Lawrence Fajardo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Teenage Mutant Ninja Turtles,"['Science Fiction', 'Action', 'Adventure', 'Comedy', 'Family']",0.67,"new york city, martial arts, skateboarding, brother, superhero, mutant, cartoon, pizza delivery, turtle, based on comic, ninja, sewer, vigilante justice, anthropomorphic animal",Steve Barron,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Enforcer,"['Action', 'Crime', 'Drama']",0.7000000000000001,Unknown,Richard Hughes,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Amina,"['War', 'History', 'Drama']",0.6400000000000001,"africa, gore, biography, based on true story, nigeria, fear, nigerian cinema, fatos reais, war, nollywood, zazzou, nigéria",Izu Ojukwu,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Glory Road,"['Drama', 'History']",0.7428,"racial segregation, basketball, teachers and students",James Gartner,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Remember the Titans,['Drama'],0.7638,"high school, friendship, sports, ku klux klan, politics, american football, 1970s, trainer, race politics, civil rights, apartheid, racial segregation, based on true story, racist, high school sports, coaction, racial tension, xenophobia, virginia, head coach",Boaz Yakin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferrari,"['History', 'Drama']",0.6400000000000001,"husband wife relationship, biography, based on true story, racing, 1950s, cars, ferrari",Michael Mann,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Rear Window,"['Thriller', 'Mystery']",0.8400000000000001,"nurse, isolation, photographer, suspicion of murder, wheelchair, girlfriend, salesman, neighbor, whodunit, convalescence, voyeurism, voyeur, missing wife, homebound, psychotic obsessions, suspicious behavior, flower bed, visiting nurse, the boy who cried wolf, admiring",Alfred Hitchcock,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
maboroshi,"['Animation', 'Drama', 'Romance', 'Fantasy']",0.73,"small town, love, time freeze , anime, uncertainty, audacious, enchant",Mari Okada,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Dìdi (弟弟),"['Comedy', 'Drama']",0.71,"california, sibling relationship, skateboarding, male friendship, dysfunctional family, coming of age, slice of life, summer, first crush, semi autobiographical, bay area, mother son relationship, brother sister relationship, 2000s, asian american, independent film, absent father, teenager, sundance, fremont",Sean Wang,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Airport 1975,"['Drama', 'Thriller', 'Action']",0.5691,"helicopter, husband wife relationship, airplane, cataclysm, airport, based on novel or book, guitar, stewardess, pilot, alcoholism, sequel, aviation, salt lake city, utah, teenage girl, singing nun, mid air collision, airplane accident, los angeles, california, disaster movie",Jack Smight,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Escape Plan,"['Action', 'Thriller']",0.67,"ship, prison warden, prison escape, escape artist, maximum security prison",Mikael Håfström,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Portrait of a Lady on Fire,"['Drama', 'Romance', 'History']",0.81,"island, fire, beach, arranged marriage, orpheus, classical music, painting, painter, greek mythology, lesbian relationship, person on fire, period drama, lesbian sex, portrait, lgbt, 18th century, woman director, abortion, calm, thoughtful, portrait drawing, posing for a portrait, women gathering, women in film, walk, painting lesson, symphony orchestra, lesbian, serene, serious, woman falls in love, vivaldi, women, romantic, assertive",Céline Sciamma,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
Dark Harvest,"['Horror', 'Fantasy', 'Thriller']",0.6000000000000001,"based on novel or book, halloween, harvest, cursed town",David Slade,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Anaconda,"['Adventure', 'Horror', 'Thriller']",0.52,"human vs nature, snake, predator, movie business, expedition, amazon rainforest, jungle, creature, hunting, anaconda, killer snake, riverboat, aggressive, amazon river, animal horror, killer expedition, rainforest river, river ravine",Luis Llosa,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Tayuan,"['Drama', 'Romance']",0.5900000000000001,Unknown,Topel Lee,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Moneyball,['Drama'],0.7278,"underdog, california, sports, baseball, based on true story, oakland, california, job transfer, oakland athletics, franchise, talent manager, statistics, 2000s, major league baseball (mlb), inspirational",Bennett Miller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The House That Jack Built,"['Drama', 'Horror', 'Crime', 'Thriller']",0.7139000000000001,"van, sadism, psychopath, 1970s, child murder, architect, artist, visions of hell, flashback, misanthrophy, taxidermy, serial killer, obsessive compulsive disorder (ocd), photograph, murderer, cruelty, 1980s, animal mutilation, murder framed as art",Lars von Trier,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Surf's Up 2: WaveMania,"['Animation', 'Family', 'Comedy']",0.61,"surfer, sports, sequel, disrespectful",Henry Yu,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fun Mom Dinner,['Comedy'],0.58,woman director,Alethea Jones,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mean Machine,"['Comedy', 'Drama']",0.6200000000000001,"prison, sports, amateur football (soccer), football (soccer), football (soccer) coach",Barry Skolnick,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All You Need Is Blood,"['Comedy', 'Horror', 'Romance']",0.55,Unknown,Cooper Roberts,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Return to the Blue Lagoon,"['Adventure', 'Drama']",0.6200000000000001,"island, marooned, family abandonment, pacific island, deserted island, tropical island, abandoned by mother, abandoned, abandoned child",William A. Graham,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mickey and the Very Many Christmases,['Unknown'],0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sexo,['Comedy'],0.53,"pornography, sexuality",Rodrigo Bellott,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beverly Hills Cop II,"['Action', 'Comedy', 'Crime']",0.6507000000000001,"police, arms smuggling, intensive care, undercover, detective, investigation, armored car, strip club, sequel, shootout, gunfight, los angeles, california, detroit, michigan, horse track, beverly hills, black cop, buddy cop, credit card fraud, narcotics detective, playboy mansion, shooting range, robbery gang, superdetective, detective comedy, ferrari, amused",Tony Scott,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blacklight,"['Action', 'Thriller', 'Drama', 'Adventure']",0.6200000000000001,"undercover agent, hitman, blackmail, fbi, conspiracy, fixer",Mark Williams,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The Apartment,"['Comedy', 'Drama', 'Romance']",0.82,"new year's eve, new york city, lovesickness, clerk, winter, age difference, suicide attempt, office, flat, spaghetti, tennis racket, romantic comedy, black and white, extramarital affair, christmas",Billy Wilder,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Double Trouble,"['Action', 'Comedy']",0.7000000000000001,"dual identity, mistake in person, secret identity, rio de janeiro, wealth, social satire, doppelgänger, brawl",Enzo Barboni,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Flood,"['Action', 'Mystery', 'Thriller', 'Horror']",0.6400000000000001,"animal attack, alligator, louisiana, flood, dreary, low budget, frightened",Brandon Slagle,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Friday the 13th: The Final Chapter,"['Horror', 'Thriller']",0.61,"lake, new jersey, sadism, psychopath, morgue, resurrection, sequel, woods, slaughter, serial killer, slasher, series of murders, hitchhiking, supernatural horror, ghoulish",Joseph Zito,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Yes, God, Yes","['Drama', 'Comedy']",0.63,"high school, coming of age, teenage girl, catholic, masturbation, sexual awakening, woman director, based on short",Karen Maine,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The 13th Warrior,"['Adventure', 'History', 'Action']",0.67,"witch, epic, mission, based on novel or book, kingdom, arabian, village, cave, horse, defence, scandinavia, vikings (norsemen), bagdad, deception, sword fight, historical fiction, barbarian, fictional war, demon, combat, cavalry, medieval, dark fantasy, norse mythology, warrior, mysterious, sword and sorcery, 10th century",John McTiernan,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
